id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,distance_osrm,pickup_dist_NYC_center,dropoff_dist_NYC_center,speed_osrm,trip_duration,is_outlier
id2300022,1,2016-01-30 12:06:28,2016-01-30 13:00:11,2,-73.78041076660156,40.645313262939446,-73.36492156982422,40.88548278808594,N,56.9671,20.4913490843796,57.39857610080488,63.63064225876513,3223,True
id2700548,1,2016-04-12 20:47:39,2016-04-12 21:45:54,1,-73.97072601318358,40.76103973388672,-73.56640625,41.0337371826172,N,45.4286,6.129829783023627,51.41385741518319,46.79340772532189,3495,True
id0051303,1,2016-04-03 23:01:54,2016-04-03 23:02:54,1,-74.52157592773438,40.43629455566406,-74.52157592773438,40.43632125854492,N,0.0,53.37221096621227,53.370498099319406,0.0,60,True
id0116107,1,2016-03-09 23:47:43,2016-03-09 23:47:48,1,-73.67832946777344,41.29219818115234,-73.67832946777344,41.29219818115234,N,0.0,70.00113588779585,70.00113588779585,0.0,5,True
id1267258,1,2016-03-21 16:45:48,2016-03-21 18:10:26,1,-73.86390686035155,40.77019882202149,-74.61315155029298,40.584426879882805,N,52.0121,13.589246433720518,53.29492023744126,36.87348562426152,5078,True
id3466154,1,2016-02-04 00:53:08,2016-02-04 01:41:44,1,-73.84614562988281,40.74128341674805,-73.11042022705078,40.80647659301758,N,67.284,13.870181569182447,76.33463010756746,83.06666666666666,2916,True
id0349103,2,2016-06-12 13:43:10,2016-06-12 14:38:28,1,-73.78594207763672,40.64543914794922,-73.53611755371092,41.04938888549805,N,76.21239999999999,20.05161171723529,54.45802584583809,82.68976491862567,3318,True
id2223655,2,2016-05-16 15:22:41,2016-05-16 16:17:51,2,-73.5937957763672,40.68701171875,-73.11195373535155,40.79813766479492,N,51.0696,34.95517038860442,76.09015674844083,55.54397583081571,3310,True
id2265350,2,2016-02-06 10:37:21,2016-02-06 11:16:04,1,-73.22949981689453,40.75473785400391,-73.22949981689453,40.75473785400391,N,0.0,65.7580592844007,65.7580592844007,0.0,2323,True
id0116374,1,2016-04-02 20:33:19,2016-04-02 20:38:01,1,-74.00709533691406,40.71711349487305,-76.96324157714844,38.9460334777832,N,42.1706,0.4878661194375833,320.2319431349925,538.348085106383,282,True
id3172750,2,2016-03-21 12:37:51,2016-03-21 13:12:29,1,-73.92180633544923,40.79501724243164,-73.5374298095703,41.05503845214844,N,62.18,11.571984179794262,54.80960015801907,107.7228103946102,2078,True
id3394296,2,2016-03-05 03:59:51,2016-03-05 05:26:23,1,-73.99147033691406,40.749778747558594,-74.72850799560547,40.88719940185546,N,149.69279999999998,4.285953561280899,63.97345975455767,103.79315870570106,5192,True
id3476102,1,2016-02-19 20:03:37,2016-02-19 21:32:20,1,-73.78484344482422,40.64850616455078,-73.62599182128906,41.48075485229492,N,110.113,20.0134042886084,91.06504166254832,74.47056171331955,5323,True
id0982904,1,2016-04-28 13:32:14,2016-04-28 14:14:09,2,-73.87068176269531,40.77359771728516,-79.81797790527342,38.96385192871094,N,716.3777,13.274308894308792,533.8957393886955,1025.4313001988073,2515,True
id2970624,1,2016-03-09 23:50:17,2016-03-09 23:50:44,1,-73.67832946777344,41.29219818115234,-73.67832946777344,41.29219818115234,N,0.0,70.00113588779585,70.00113588779585,0.0,27,True
id2321357,2,2016-05-10 19:40:22,2016-05-10 20:20:37,1,-73.86927795410156,40.770706176757805,-73.53477478027344,41.05157852172852,N,64.0791,13.217585312151742,54.70685200468464,95.5216397515528,2415,True
id1257293,1,2016-02-06 19:56:23,2016-02-06 20:36:27,1,-73.88333129882812,40.72852325439453,-73.34420013427734,40.79053497314453,N,53.8485,10.51025050364716,56.551701093737776,80.63835274542429,2404,True
id0939031,1,2016-02-09 08:27:17,2016-02-09 09:22:31,1,-73.78179931640625,40.644805908203125,-73.41726684570312,40.7830467224121,N,48.1032,20.40298581845234,50.3295223715756,52.254532287266144,3314,True
id3290660,1,2016-06-07 16:46:19,2016-06-07 18:16:36,3,-73.78105926513672,40.64497756958008,-73.17078399658203,40.81502914428711,N,69.30080000000001,20.454073056970174,71.42881433324878,46.05554365885177,5417,True
id1807464,2,2016-03-07 10:35:38,2016-03-07 11:35:04,3,-73.79081726074217,40.64405059814453,-73.05597686767578,40.81678009033203,N,80.2765,19.729137251288225,81.04025754793913,81.04189568143579,3566,True
id1245825,1,2016-03-25 12:02:22,2016-03-25 12:27:08,1,-70.85161590576172,43.017578125,-70.85161590576172,43.017578125,N,0.0,366.1717302155032,366.1717302155032,0.0,1486,True
id0437390,1,2016-04-04 13:30:31,2016-04-04 14:39:47,4,-73.98746490478516,40.74739456176758,-73.17093658447266,40.815059661865234,N,74.6243,4.1485219694153,71.41661742765041,64.64087584215592,4156,True
id3296837,2,2016-04-15 07:42:28,2016-04-15 09:03:30,1,-73.78975677490233,40.6470184326172,-73.4261474609375,41.149658203125,N,96.9085,19.686813116038856,68.83752467201953,71.75454545454546,4862,True
id3985896,2,2016-03-31 23:25:26,2016-04-01 00:18:02,2,-73.98133087158203,40.69598007202149,-73.25254058837889,40.724708557128906,N,73.6481,2.799124591298779,63.67468041854176,84.00923954372624,3156,True
id1393260,1,2016-05-18 02:42:05,2016-05-18 02:42:30,2,-72.92660522460938,41.297847747802734,-72.92660522460938,41.2978401184082,N,0.0,111.65598792949956,111.65549916897317,0.0,25,True
id2663579,2,2016-03-12 22:52:33,2016-03-13 00:11:25,1,-73.78935241699219,40.64344024658203,-74.72581481933594,40.88972091674805,N,164.2141,19.86964098063632,63.84141092301634,124.9304226542688,4732,True
id2066082,1,2016-01-25 23:53:17,2016-01-26 01:25:46,1,-73.87771606445312,40.77216720581056,-72.90589141845702,41.31983184814453,N,103.0383,12.683153032970504,114.4854841976518,66.84769868444765,5549,True
id0912270,1,2016-05-21 12:35:43,2016-05-21 13:52:54,1,-73.97968292236328,40.76716995239258,-74.12621307373048,41.318458557128906,N,89.3041,6.433913831016186,68.01674593075296,69.42231915353057,4631,True
id1595322,1,2016-04-27 08:58:44,2016-04-27 08:59:35,1,-73.80294799804686,41.211158752441406,-73.80294799804686,41.21116256713867,N,0.0002,57.9239153839307,57.92432002364343,0.014117647058823532,51,True
id2823997,1,2016-06-05 01:56:00,2016-06-05 01:59:44,1,-70.51190185546875,42.45894241333008,-70.51190185546875,42.45894241333008,N,0.0,349.9527090780117,349.9527090780117,0.0,224,True
id3100850,2,2016-02-16 01:29:06,2016-02-16 01:29:32,1,-73.53501892089844,41.05287170410156,-73.53508758544923,41.05270004272461,N,0.0,54.79052364170223,54.77322876158027,0.0,26,True
id3344191,2,2016-05-29 12:36:01,2016-05-29 13:34:13,1,-73.80735015869139,40.65511322021485,-73.5677032470703,41.04730987548828,N,74.1553,17.973369691197394,52.39016094867236,76.44876288659793,3492,True
id0410367,2,2016-05-06 21:25:37,2016-05-06 22:15:16,1,-73.98683929443358,40.77159118652344,-73.77548980712889,41.149898529052734,N,50.5407,6.726289560247972,52.27927953112052,61.0763746223565,2979,True
id2348143,2,2016-02-28 04:46:46,2016-02-28 05:16:41,1,-73.22267913818358,40.75949478149414,-73.22267913818358,40.75949478149414,N,0.0,66.36961079760876,66.36961079760876,0.0,1795,True
id1723416,1,2016-03-20 21:07:56,2016-03-20 21:12:35,1,-78.54740142822266,40.81713104248047,-79.7861328125,40.91763687133789,N,161.9332,383.5777491296609,488.1092510426013,2089.4606451612904,279,True
id3656129,1,2016-06-23 19:55:14,2016-06-23 19:59:13,1,-73.38465881347656,40.8350715637207,-73.3846664428711,40.835060119628906,N,0.0011,54.183623647617225,54.182686011882,0.016569037656903766,239,True
id2122095,2,2016-01-10 21:07:19,2016-01-10 22:14:51,2,-73.78179931640625,40.6446533203125,-74.6131134033203,40.5846061706543,N,56.1215,20.40928261551301,53.286422915480216,49.86115498519249,4052,True
id3569455,2,2016-02-01 21:02:50,2016-02-01 22:25:00,5,-73.87577056884764,40.7735710144043,-72.95458984375,40.96353149414063,N,91.499,12.90455201982804,92.9445490136517,66.81468559837728,4930,True
id0371884,2,2016-01-25 08:34:37,2016-01-25 09:48:06,1,-73.86351776123048,40.769630432128906,-74.66364288330078,40.7114486694336,N,52.102,13.58889672744277,55.57101633908255,42.54189158539351,4409,True
id0806322,1,2016-04-08 01:05:54,2016-04-08 02:45:01,1,-73.99241638183594,40.75383377075195,-73.71180725097656,41.36059188842773,N,80.57539999999999,4.699001433866798,76.07471379486692,48.77609551034134,5947,True
id0905246,1,2016-05-21 07:12:48,2016-05-21 07:13:46,1,-73.85301208496092,41.194454193115234,-73.85301208496092,41.1944580078125,N,0.0003,55.01815938141499,55.01857117193971,0.018620689655172412,58,True
id3315556,2,2016-06-19 07:27:51,2016-06-19 07:28:33,1,-73.42835998535155,40.895801544189446,-73.42835998535155,40.895790100097656,N,0.0004,52.80997086581056,52.80948568718423,0.03428571428571429,42,True
id0401529,2,2016-06-02 15:19:35,2016-06-02 15:32:59,1,-73.98075103759764,40.757110595703125,-74.24005126953125,38.47829818725586,N,50.2847,5.362981308984871,248.90271957704735,225.15537313432836,804,True
id2209294,1,2016-05-22 16:50:00,2016-05-22 16:52:54,1,-75.52462005615233,39.44114685058594,-75.52462005615233,39.44114685058594,N,0.0,191.6091301701399,191.6091301701399,0.0,174,True
id0013022,2,2016-05-17 21:58:44,2016-05-17 21:59:46,1,-73.68694305419923,41.2568817138672,-73.68692016601561,41.25688934326172,N,0.0019,66.11924649042098,66.12080233642918,0.11032258064516129,62,True
id2344725,2,2016-02-12 12:51:26,2016-02-12 13:02:50,1,-75.24149322509764,41.430660247802734,-75.57015228271484,41.20147705078125,N,0.0,130.90771845142555,142.42678005076775,0.0,684,True
id3323974,1,2016-02-17 13:06:03,2016-02-17 13:06:25,1,-73.70166015625,41.27589797973633,-73.70166015625,41.27589797973633,N,0.0,67.57416554791952,67.57416554791952,0.0,22,True
id0561139,2,2016-04-26 13:58:17,2016-04-26 14:39:05,1,-73.88887786865233,40.76667404174805,-73.53517150878906,41.051307678222656,N,66.6039,11.561082425243304,54.6619502179279,97.94691176470587,2448,True
id0083561,1,2016-02-14 22:14:02,2016-02-14 22:15:47,1,-74.61244201660156,40.355712890625,-74.61250305175781,40.35560989379882,N,0.0,64.901949864858,64.91306245854119,0.0,105,True
id2977848,1,2016-04-15 02:01:13,2016-04-15 02:51:54,1,-73.9949722290039,40.7690658569336,-73.41812133789062,41.101844787597656,N,94.8183,6.317307002532912,65.72546802357644,112.24790529431107,3041,True
id3857968,2,2016-03-28 22:07:46,2016-03-28 22:08:33,1,-73.70622253417967,41.12068176269531,-73.70636749267578,41.12078857421875,N,0.0132,51.86018248282736,51.86458953014865,1.011063829787234,47,True
id0500182,1,2016-05-16 22:29:16,2016-05-16 23:05:40,1,-73.78112030029298,40.64496612548828,-73.34192657470702,40.77973556518555,N,51.0962,20.449745244410625,56.57592742520125,84.2245054945055,2184,True
id2528592,1,2016-05-19 07:58:11,2016-05-19 08:08:43,1,-71.88164520263672,43.91176223754882,-71.88164520263672,43.91176223754882,N,0.0,396.119504264605,396.119504264605,0.0,632,True
id2355744,1,2016-03-20 23:50:46,2016-03-21 00:36:39,2,-73.77664184570312,40.645332336425774,-73.41119384765625,40.7532615661621,N,43.3754,20.78746717801921,50.44590796355956,56.720464947330186,2753,True
id0235873,1,2016-06-18 03:28:09,2016-06-18 04:29:26,2,-73.98631286621094,40.755802154541016,-74.56675720214844,40.27103042602539,N,47.4399,5.056624962548939,68.31160131259934,46.446461789502315,3677,True
id3651505,2,2016-05-22 19:50:20,2016-05-22 20:56:05,1,-73.99724578857422,40.71662902832031,-73.28710174560547,40.71332550048828,N,71.1313,0.8532075286936597,60.74603917189686,64.91069201520912,3945,True
id3233153,2,2016-01-26 14:43:19,2016-01-26 15:22:10,1,-73.87544250488281,40.77362060546875,-73.58450317382812,41.04035949707031,N,41.522,12.93104981446078,50.84774041317939,64.12664092664093,2331,True
id3373882,2,2016-02-27 04:36:49,2016-02-27 04:37:17,1,-73.24806213378906,41.221168518066406,-73.24806976318358,41.22119140625,N,0.0,85.19237062469155,85.19356591010077,0.0,28,True
id1125911,2,2016-02-14 09:01:52,2016-02-14 09:07:09,2,-72.07433319091797,35.310306549072266,-72.02240753173828,35.173545837402344,N,0.0,623.1429531855152,639.0244134317203,0.0,317,True
id0267429,1,2016-02-22 20:25:33,2016-02-22 20:41:34,2,-65.848388671875,34.35969543457031,-65.848388671875,34.35969543457031,N,0.0,1007.5792019282612,1007.5792019282612,0.0,961,True
id1930917,2,2016-02-29 11:23:10,2016-02-29 12:19:48,1,-73.78034973144531,40.6460189819336,-73.53768920898438,41.0600814819336,N,76.7136,20.46753339233337,55.18271351894476,81.27397292525015,3398,True
id3301642,2,2016-05-19 12:53:00,2016-05-19 12:54:00,1,-77.03943634033203,38.89884948730469,-77.03943634033203,38.89884948730469,N,0.0,328.66382397738164,328.66382397738164,0.0,60,True
id1974018,1,2016-01-22 16:52:09,2016-01-22 16:58:18,2,-61.33552932739258,37.851051330566406,-61.33552932739258,37.851051330566406,N,0.0,1137.2708135465905,1137.2708135465905,0.0,369,True
id3554786,1,2016-03-15 22:03:43,2016-03-15 22:54:08,1,-73.87516021728516,40.77391815185546,-73.73363494873048,41.18718719482422,N,60.0967,12.968628399516929,57.45699124543517,71.52003966942148,3025,True
id3359326,2,2016-02-25 18:26:59,2016-02-25 19:41:21,1,-73.80573272705078,40.651588439941406,-73.29052734375,41.13914108276367,N,95.0835,18.243795645564244,76.63750808892367,76.71461228148813,4462,True
id1720250,2,2016-04-28 07:40:00,2016-04-28 08:54:28,1,-73.86396026611328,40.76985549926758,-72.72073364257811,40.91910552978516,N,106.8762,13.567443583045252,110.829032509953,86.11332139659804,4468,True
id3197559,1,2016-06-09 07:52:50,2016-06-09 09:02:56,1,-73.77677917480467,40.64543151855469,-73.41919708251953,40.77838516235352,N,45.2888,20.772655338728462,50.092312125523534,38.76359486447932,4206,True
id1499620,2,2016-05-02 22:41:54,2016-05-02 22:43:34,1,-73.42649841308595,41.139198303222656,-73.42649841308595,41.139198303222656,N,0.0,68.00539126186393,68.00539126186393,0.0,100,True
id0132907,2,2016-01-26 02:37:42,2016-01-26 02:40:20,1,-73.90338897705078,41.68751907348633,-73.90338897705078,41.68751907348633,N,0.0,108.59174736893158,108.59174736893158,0.0,158,True
id1948053,2,2016-03-23 10:30:14,2016-03-23 10:38:10,1,-73.90572357177734,41.69679641723633,-73.90485382080078,41.69335174560546,N,0.766,109.60369912087457,109.227899150837,5.7932773109243705,476,True
id2767862,2,2016-05-17 20:29:57,2016-05-17 22:27:41,2,-73.97689056396483,40.75188827514648,-73.62864685058594,41.42140579223633,N,92.774,4.988830475802519,84.8451101428982,47.28006795016987,7064,True
id2341429,2,2016-01-11 23:57:42,2016-01-11 23:58:07,1,-73.33091735839844,40.7002410888672,-73.33281707763672,40.699661254882805,N,0.1726,57.066292118958806,56.90766235025811,24.854400000000002,25,True
id1224458,1,2016-04-07 23:19:52,2016-04-07 23:20:13,1,-73.89759826660156,41.31787872314453,-73.89759826660156,41.31787872314453,N,0.0,67.81235273064975,67.81235273064975,0.0,21,True
id3298126,1,2016-03-17 11:54:40,2016-03-17 11:55:15,2,-73.40161895751953,40.7113151550293,-73.40161895751953,40.71131896972656,N,0.0001,51.070524707823246,51.070521884590654,0.010285714285714285,35,True
id0660374,1,2016-02-03 19:10:08,2016-02-03 19:10:42,1,-73.55039978027344,41.043556213378906,-73.55039978027344,41.043556213378906,N,0.0,53.14038959340044,53.14038959340044,0.0,34,True
id3776397,2,2016-05-02 15:13:40,2016-05-02 15:14:34,2,-73.54817962646483,41.06903839111328,-73.54808044433594,41.068939208984375,N,0.0,55.25971270518795,55.2576848474595,0.0,54,True
id1516860,2,2016-04-23 21:32:02,2016-04-23 22:25:59,2,-73.97091674804686,40.75820159912109,-73.561767578125,41.06317138671875,N,67.3034,5.8482503715726,53.99613779087622,74.85086190917515,3237,True
id2400204,2,2016-04-22 14:26:06,2016-04-22 14:27:20,2,-73.23799896240233,40.82561874389648,-73.22501373291014,40.82419967651367,N,1.1077,66.03981188258395,67.0879828783004,53.8881081081081,74,True
id1858895,2,2016-06-04 13:54:29,2016-06-05 13:40:30,5,-73.99872589111328,40.73991394042969,-74.0755386352539,41.28179550170898,N,86.2898,3.073038392621744,63.45943576437501,3.6306644382370474,85561,True
id1146400,1,2016-02-15 18:57:32,2016-02-15 19:02:35,2,-73.98991394042967,40.75663375854492,-70.34607696533203,36.39812088012695,N,133.314,5.053784907602393,575.3462775496021,1583.928712871287,303,True
id1970472,2,2016-05-01 15:09:22,2016-05-01 16:12:07,1,-73.7822036743164,40.64468002319336,-73.53517913818358,41.05118942260742,N,77.0096,20.376433514423383,54.652478213399256,73.63467729083665,3765,True
id1001696,1,2016-02-24 21:02:32,2016-02-24 21:25:57,1,-73.97236633300781,40.7586326599121,-79.55353546142578,43.67399978637695,N,671.3516,5.828911536715563,563.8452831605975,1720.1891530249109,1405,True
id0947957,2,2016-05-10 11:56:48,2016-05-10 12:47:46,2,-73.86676025390625,40.77151107788086,-73.42820739746092,41.11587905883789,N,97.6336,13.446821963784004,66.12852868700632,114.93818181818182,3058,True
id3125281,1,2016-02-24 21:41:40,2016-02-24 23:00:20,1,-74.00936126708984,40.708927154541016,-73.41510772705078,41.1492919921875,N,103.3839,0.5154003763196487,69.47195538602774,78.85212711864406,4720,True
id1512695,2,2016-06-10 09:46:04,2016-06-10 10:35:27,3,-73.98990631103516,40.76736831665039,-73.8316650390625,41.17091751098633,N,53.2627,6.210347335374426,52.95096174182073,64.71337158285522,2963,True
id0784573,1,2016-03-28 17:55:13,2016-03-28 18:08:15,2,-77.4407501220703,36.02930068969727,-77.4407501220703,36.02930068969727,N,0.0,600.1829429731773,600.1829429731773,0.0,782,True
id0528795,1,2016-03-25 02:02:56,2016-03-25 02:03:38,1,-73.44600677490233,40.89518737792969,-73.44600677490233,40.89518737792969,Y,0.0,51.412039131170125,51.412039131170125,0.0,42,True
id0625588,2,2016-05-25 17:19:49,2016-05-25 18:51:08,2,-73.78138732910156,40.64484024047852,-73.54660034179686,41.053321838378906,N,76.939,20.433934461666368,54.12232771437287,50.55309363022449,5479,True
id3525158,1,2016-01-15 14:01:34,2016-01-15 14:07:59,1,-68.77843475341797,36.11853790283203,-68.77843475341797,36.11853790283203,N,0.0,684.2068889045255,684.2068889045255,0.0,385,True
id3623083,2,2016-03-08 06:33:32,2016-03-08 06:33:36,1,-73.89604187011719,41.21695327758789,-73.89603424072266,41.21694564819336,N,0.0,56.74782653637709,56.74709542530648,0.0,4,True
id1510552,2,2016-01-06 20:40:52,2016-01-06 20:51:03,5,-71.79989624023438,35.0815315246582,-79.35283660888672,40.436328887939446,N,765.6445,654.4004655481726,453.70614761285645,4511.162356792144,611,True
id2727007,1,2016-03-14 07:43:34,2016-03-14 08:52:54,1,-73.86398315429686,40.770069122314446,-73.4098358154297,40.7712287902832,N,46.489,13.576813225766587,50.76966964357897,40.230865384615385,4160,True
id0687776,2,2016-04-28 20:22:43,2016-04-28 22:01:25,1,-73.99192810058595,40.75103378295898,-72.91229248046875,41.38899230957031,N,100.444,4.409081236863336,118.71506221371789,61.06018237082067,5922,True
id1771521,1,2016-01-07 06:42:56,2016-01-07 07:26:46,1,-73.77681732177734,40.6458396911621,-73.3240737915039,40.84578704833984,N,58.6255,20.753308397757937,59.4289488326021,80.24783269961978,2630,True
id3626673,1,2016-05-05 18:02:50,2016-05-05 18:18:23,1,-73.97891235351561,40.75676345825195,-79.3386993408203,41.42790222167969,N,690.2296,5.391692709871976,455.0936216782134,2663.265337620579,933,True
id0563093,2,2016-05-28 00:08:26,2016-05-28 00:52:26,1,-73.7812957763672,40.644886016845696,-73.3722152709961,40.83087158203125,N,55.8515,20.43924527546562,55.0900003420734,76.16113636363637,2640,True
